sexo,educacao,estado_civil,idade,vl_fatura,inadimplente
2,1,1,44,166960.0,0
2,3,1,31,201933.0,0
2,2,1,31,77925.0,0
2,2,1,31,28725.0,0
2,3,1,49,27605.0,0
2,1,1,41,22029.0,0
2,2,1,36,18197.0,0
2,2,1,42,-919.0,0
2,6,2,40,0.0,1
2,2,2,38,10812.0,0
2,2,1,40,38381.0,0
2,2,1,41,18816.0,1
2,3,2,44,200525.0,0
2,2,1,36,2435.0,1
2,2,1,48,930.0,0
2,2,1,44,25109.0,1
2,3,1,48,13180.0,1
2,3,1,49,17038.0,1
2,3,1,45,300.0,0
2,2,1,39,124731.0,1
2,3,1,42,37348.0,0
2,3,2,44,0.0,0
2,2,1,41,1117.0,0
2,2,1,36,24531.0,0
2,5,2,36,500.0,0
2,3,2,44,27702.0,1
2,2,1,31,440.0,0
2,1,2,34,96628.0,0
2,4,1,36,0.0,0
2,1,1,38,10747.0,0
2,3,1,39,31725.0,0
2,3,1,46,1261.0,0
2,2,1,43,15157.0,0
2,3,1,41,37080.0,0
2,2,2,35,0.0,0
2,3,1,45,0.0,0
2,1,2,30,1341.0,0
2,2,1,34,0.0,0
2,2,1,35,7319.0,1
2,3,1,39,13766.0,0
2,3,1,40,82406.0,0
2,3,1,49,19413.0,1
2,3,3,46,19830.0,0
2,3,1,32,16720.0,1
2,2,1,46,105280.0,0
2,2,2,38,0.0,0
2,2,1,37,165378.0,0
2,2,1,33,2672.0,0
2,1,2,33,45056.0,0
2,2,2,44,19878.0,1
2,2,2,32,198467.0,1
2,2,2,33,15434.0,1
2,1,1,33,343.0,1
2,2,1,37,47125.0,1
2,2,2,40,-28.0,0
2,2,1,41,14524.0,0
2,3,1,45,-4.0,0
2,2,1,40,37113.0,0
2,2,1,40,143638.0,0
2,2,1,34,177151.0,0
2,2,1,46,7367.0,0
2,2,2,32,81151.0,0
2,2,1,37,32778.0,0
2,2,1,43,74479.0,0
2,3,2,43,0.0,0
2,3,3,40,9207.0,0
2,1,1,36,20514.0,0
2,3,1,40,0.0,1
2,2,2,35,3028.0,0
2,2,1,34,19186.0,0
2,1,2,37,803.0,1
2,1,2,38,38067.0,0
2,2,1,33,1821.0,0
2,4,1,43,-16.0,0
2,3,2,47,679.0,0
2,3,2,35,0.0,0
2,1,1,40,14695.0,0
2,5,2,46,88354.0,0
2,3,1,49,17105.0,0
2,2,1,45,7079.0,0
2,1,1,36,10836.0,0
2,1,1,40,776.0,1
2,2,1,37,10614.0,0
2,2,1,48,114104.0,1
2,2,1,41,15468.0,1
2,1,1,31,6781.0,0
2,2,2,33,26855.0,0
2,2,1,46,21490.0,0
2,2,1,45,73711.0,0
2,2,2,40,10167.0,1
2,2,2,47,665.0,1
2,1,1,48,1731.0,1
2,1,2,31,0.0,0
2,1,2,32,4441.0,0
2,2,1,33,0.0,1
2,1,2,34,40060.0,0
2,1,1,35,148.0,0
2,3,1,35,29719.0,0
2,1,1,34,0.0,1
2,3,1,35,45086.0,0
2,1,1,38,0.0,0
2,2,1,32,20721.0,1
2,4,1,32,131059.0,0
2,2,1,34,3915.0,0
2,2,1,43,0.0,0
2,2,1,42,4541.0,0
2,3,1,30,46764.0,0
2,1,2,36,300.0,1
2,2,2,47,2408.0,0
2,2,2,30,110073.0,0
2,1,2,30,159683.0,0
2,1,2,31,17577.0,0
1,1,2,31,-213.0,0
1,2,2,30,76470.0,0
1,1,2,31,0.0,1
1,2,1,32,46486.0,0
1,1,2,31,32385.0,0
2,1,1,34,1240.0,1
2,1,1,44,92581.0,0
2,2,1,48,245.0,0
2,2,1,43,4935.0,0
2,1,2,37,214445.0,0
2,2,1,33,49506.0,0
2,2,2,34,0.0,0
2,1,1,48,46514.0,0
2,3,2,31,155159.0,0
2,2,1,32,37357.0,0
2,4,2,31,159.0,0
2,1,2,37,11353.0,0
2,2,1,49,28210.0,0
2,1,2,35,60153.0,0
2,3,1,39,150.0,0
2,2,2,31,29526.0,0
2,1,1,34,116689.0,0
2,3,3,48,34275.0,0
2,1,1,46,156029.0,0
2,3,1,33,180.0,0
2,2,0,41,351.0,1
2,3,2,36,63912.0,0
2,1,1,35,0.0,0
2,1,1,40,0.0,0
2,2,1,41,85105.0,0
2,2,1,49,5370.0,0
2,3,1,40,84330.0,0
2,2,1,45,-200.0,1
2,3,1,41,0.0,0
2,4,1,43,3466.0,0
2,6,2,47,55778.0,1
2,2,2,36,1462.0,0
2,2,1,43,1543.0,0
2,2,2,38,0.0,0
2,2,2,42,13497.0,0
2,2,1,43,5996.0,0
2,1,1,38,13487.0,0
2,2,1,37,66864.0,0
2,2,1,45,33842.0,0
2,2,1,46,16776.0,0
2,3,1,30,151973.0,0
2,2,1,32,0.0,0
2,1,2,32,38090.0,0
2,3,1,33,0.0,0
2,1,2,37,39000.0,0
2,2,1,40,3014.0,0
2,2,1,39,18613.0,0
2,2,2,34,4245.0,0
2,1,2,36,19968.0,1
2,3,2,49,4326.0,0
2,2,1,43,34171.0,1
2,2,2,44,87388.0,0
2,1,1,36,8370.0,0
2,3,1,41,63417.0,0
2,2,2,44,92565.0,0
2,1,2,34,351089.0,0
2,2,1,35,35056.0,0
2,1,1,37,2685.0,1
2,2,1,42,19964.0,0
2,3,1,38,3641.0,0
2,5,1,41,89.0,0
2,3,2,34,41050.0,0
2,1,1,38,1408.0,0
2,1,1,43,0.0,1
2,2,1,38,29488.0,0
2,2,2,47,68863.0,0
2,3,1,45,9086.0,0
2,3,1,44,31043.0,0
2,1,2,34,7392.0,0
2,1,2,33,3001.0,0
2,2,1,33,7544.0,1
2,2,1,49,77357.0,0
2,3,1,37,150.0,0
2,3,1,42,47108.0,0
2,2,1,38,63924.0,0
2,2,1,34,103398.0,0
2,3,1,42,29147.0,1
2,2,1,47,29717.0,1
2,2,1,43,3306.0,0
2,2,2,35,11600.0,0
2,1,2,37,80762.0,0
2,2,2,34,25536.0,0
2,2,1,34,0.0,0
2,3,1,43,4261.0,0
2,1,1,36,6292.0,0
2,2,1,39,6115.0,0
2,1,2,44,340791.0,1
2,3,1,45,2193.0,0
2,3,1,37,3933.0,0
2,3,2,48,178869.0,0
2,3,1,40,14155.0,0
2,3,1,41,0.0,0
2,1,2,29,0.0,0
2,1,2,30,0.0,0
2,1,1,33,4322.0,0
2,3,1,33,-10193.0,0
2,3,1,43,157817.0,1
2,3,1,39,1253.0,0
2,2,1,41,550.0,0
2,2,1,36,21090.0,0
2,2,2,39,11700.0,0
2,1,2,30,0.0,0
2,3,2,31,7671.0,0
2,1,1,31,2834.0,0
2,2,2,31,36730.0,0
2,1,1,32,1868.0,0
2,2,2,32,535.0,0
2,1,2,33,11964.0,0
2,1,1,42,24672.0,0
2,3,1,44,3216.0,0
2,2,2,47,4999.0,0
2,2,1,36,2248.0,0
2,1,1,39,-2074.0,0
2,2,1,36,49897.0,0
2,2,1,43,7676.0,0
2,2,1,30,705.0,0
2,1,2,33,1918.0,1
2,2,2,38,0.0,0
2,1,1,33,47549.0,1
2,2,2,34,0.0,0
2,3,1,38,142950.0,0
2,1,2,32,249.0,0
2,2,1,32,0.0,1
2,1,2,32,10503.0,0
2,1,1,34,192415.0,0
2,2,1,35,153107.0,0
2,2,2,36,0.0,0
2,2,1,35,0.0,0
2,2,1,31,38299.0,0
2,1,2,46,16286.0,1
2,2,1,41,233343.0,0
2,3,1,47,110723.0,0
2,2,2,34,2180.0,0
2,2,2,31,232652.0,0
2,2,2,34,6951.0,0
2,1,1,37,0.0,0
2,2,2,31,4906.0,0
2,3,1,36,0.0,0
2,2,1,36,863.0,1
2,1,2,33,0.0,0
2,3,2,34,0.0,1
2,3,1,35,128325.0,1
2,2,1,30,311009.0,0
2,3,1,30,128827.0,0
2,1,1,41,0.0,0
2,3,2,44,0.0,0
2,2,1,36,168880.0,0
2,3,2,44,0.0,0
2,2,1,45,8343.0,0
2,5,2,35,10240.0,0
2,2,1,35,29981.0,0
2,2,2,35,67485.0,0
2,2,2,36,497.0,0
2,2,2,35,231064.0,0
2,2,1,38,750.0,0
2,1,2,32,620.0,0
2,1,2,31,0.0,0
2,4,1,44,17131.0,1
2,5,1,38,718.0,0
2,2,1,40,0.0,0
2,1,2,32,3472.0,0
2,1,2,33,112095.0,0
2,2,1,38,54017.0,0
2,3,1,47,136901.0,0
2,1,2,32,150.0,0
2,1,1,38,8719.0,0
2,3,1,34,110946.0,0
2,1,2,32,37325.0,0
2,1,2,30,143920.0,0
2,1,2,30,38588.0,0
2,2,1,33,93493.0,1
2,2,1,36,48377.0,0
2,2,2,37,0.0,0
2,1,2,40,23558.0,0
2,2,1,30,284834.0,1
2,2,2,31,63097.0,0
2,2,1,38,189003.0,0
2,2,1,34,1115.0,0
2,3,1,46,14650.0,0
2,3,1,41,6879.0,0
2,1,1,32,4874.0,1
2,2,1,33,45209.0,0
2,2,2,34,171700.0,0
2,2,2,40,58918.0,1
2,3,1,45,13264.0,0
2,2,1,39,5792.0,1
2,2,1,35,0.0,0
2,2,1,30,89608.0,0
2,3,2,37,4490.0,0
2,1,1,40,2650.0,1
2,1,1,34,13000.0,0
2,2,2,35,330.0,0
2,3,1,36,1383.0,0
2,2,1,26,7288.0,0
2,2,2,30,460068.0,0
2,2,2,36,0.0,1
2,2,1,39,15330.0,0
2,1,2,38,5567.0,0
2,3,1,44,48726.0,1
2,1,2,32,1723.0,0
2,1,2,31,2000.0,0
2,3,2,36,30062.0,0
2,2,2,29,0.0,1
2,2,1,43,4023.0,1
2,2,2,36,0.0,0
2,2,1,46,45747.0,0
2,1,2,29,79782.0,1
2,2,3,30,80783.0,0
2,1,2,33,44143.0,0
2,1,1,41,4443.0,0
2,3,1,44,28025.0,0
2,2,2,46,41613.0,0
2,2,1,45,8905.0,0
2,3,3,36,0.0,0
2,3,1,46,316.0,0
2,2,1,39,87836.0,1
2,3,1,40,20531.0,1
2,2,2,35,72020.0,0
2,2,2,33,163005.0,0
2,3,1,35,121178.0,1
2,1,2,36,0.0,0
2,2,1,36,187856.0,1
2,1,2,44,183033.0,0
2,1,1,34,209220.0,0
2,2,2,34,-10.0,0
2,2,1,33,40157.0,1
2,1,2,30,169230.0,0
2,2,1,38,1104.0,0
2,2,1,37,-5.0,0
2,1,1,44,14982.0,0
2,1,2,30,12510.0,0
2,1,2,33,12414.0,0
2,1,2,38,2867.0,0
2,1,1,35,67976.0,0
2,1,1,33,485.0,0
2,2,3,45,5080.0,1
2,1,2,31,662.0,0
2,2,1,35,195244.0,0
2,2,2,31,1369.0,0
2,4,2,40,198487.0,0
2,3,1,42,13839.0,0
2,2,1,33,176510.0,0
2,1,1,35,47573.0,0
2,2,1,38,17678.0,0
2,2,3,44,390.0,0
2,1,2,33,257.0,1
2,2,1,33,117005.0,0
2,1,1,36,0.0,0
2,3,2,35,0.0,0
2,1,2,37,49147.0,0
2,1,2,46,156721.0,0
2,3,1,35,23611.0,0
2,2,1,47,29177.0,0
2,2,2,41,23399.0,0
2,1,2,31,71546.0,0
2,1,2,31,0.0,1
2,1,1,32,0.0,0
2,3,1,42,11860.0,0
2,3,1,37,26969.0,0
2,1,1,42,39400.0,0
2,2,1,37,22171.0,1
2,1,2,29,50933.0,1
2,1,2,34,28347.0,0
2,2,1,39,20487.0,0
2,1,2,30,5157.0,0
2,1,2,30,6204.0,0
2,2,1,31,9632.0,1
2,1,1,35,112040.0,0
2,2,2,35,281692.0,0
2,3,1,38,61267.0,0
2,2,1,33,1240.0,0
2,3,1,34,10000.0,0
2,3,2,42,0.0,1
2,2,1,28,12927.0,1
2,2,1,36,826.0,0
2,3,1,44,5784.0,0
2,2,1,49,40000.0,0
2,1,2,36,49542.0,0
2,2,2,46,34563.0,1
2,1,1,39,0.0,0
2,2,1,46,108890.0,0
2,3,2,41,67805.0,1
2,2,2,30,19094.0,0
2,3,1,32,4909.0,0
2,3,1,34,5571.0,0
2,1,2,31,89319.0,1
2,3,2,47,151470.0,0
2,2,1,31,164989.0,0
2,3,1,33,29704.0,1
2,2,1,33,1996.0,0
2,2,1,32,1367.0,1
2,2,2,32,16554.0,0
2,1,2,31,26599.0,1
2,1,2,32,108411.0,0
2,2,2,32,31685.0,0
2,3,1,43,19851.0,0
2,2,1,40,540.0,0
2,3,1,34,1500.0,0
2,2,1,34,45094.0,0
2,2,2,29,0.0,0
2,2,2,28,16030.0,0
2,3,1,44,134203.0,1
2,1,2,29,-963.0,0
2,5,1,39,0.0,0
2,1,2,27,47830.0,0
2,1,2,28,38404.0,0
2,3,1,31,18124.0,0
2,3,2,30,146975.0,0
2,2,2,34,241556.0,1
2,5,2,30,21671.0,0
2,3,1,39,26374.0,0
2,1,2,37,269333.0,1
2,1,2,29,37949.0,0
2,1,1,35,4344.0,0
2,2,1,43,5347.0,1
2,1,1,31,35770.0,0
2,1,1,31,6179.0,0
2,1,2,36,5794.0,0
2,1,1,37,117194.0,0
2,2,1,42,61123.0,0
2,2,2,36,7322.0,0
2,1,1,36,210947.0,0
2,2,1,45,61828.0,0
2,1,2,27,32930.0,1
2,2,2,30,389.0,0
2,2,1,27,75745.0,0
2,2,2,30,60601.0,0
2,2,2,31,45440.0,1
2,2,1,33,11128.0,0
2,3,1,47,3645.0,0
2,2,1,35,20200.0,1
2,2,1,43,17482.0,0
2,1,2,27,13715.0,0
2,2,2,27,51815.0,0
2,2,2,30,118.0,0
2,2,1,32,111785.0,0
2,1,2,45,0.0,0
2,1,1,48,11545.0,0
2,2,1,37,0.0,0
2,2,1,37,134519.0,0
2,2,1,39,0.0,1
2,1,1,37,50143.0,0
2,4,1,33,0.0,0
2,3,1,33,-8808.0,0
2,2,2,33,0.0,0
2,2,1,34,145343.0,0
2,1,1,35,477.0,0
2,2,1,41,20981.0,0
2,2,1,27,63552.0,0
2,1,2,29,12215.0,0
2,2,2,27,12072.0,0
2,1,2,29,1225.0,1
2,2,1,29,23062.0,0
2,1,1,36,45045.0,0
2,2,1,37,1160.0,0
2,5,1,43,53049.0,0
2,2,1,48,4640.0,0
2,1,2,34,1330.0,0
2,2,1,31,135201.0,0
2,1,2,32,8257.0,0
2,2,1,33,0.0,0
2,2,1,32,20989.0,0
2,1,1,32,0.0,0
2,2,2,46,149628.0,0
2,1,2,29,4167.0,0
2,2,2,30,3277.0,0
2,2,1,44,46034.0,0
2,2,1,43,834.0,0
2,3,1,43,28722.0,0
2,2,2,33,0.0,0
2,1,2,28,24679.0,0
2,5,1,44,10340.0,0
2,2,1,31,1542.0,0
2,2,1,34,0.0,0
2,2,1,35,48129.0,0
2,2,1,43,26225.0,0
2,2,2,44,30900.0,1
2,2,1,34,114885.0,0
2,2,2,44,4300.0,1
2,3,2,29,0.0,0
2,1,2,31,0.0,1
2,2,1,32,115036.0,0
2,2,1,34,0.0,0
2,3,1,44,2983.0,0
2,3,1,44,28708.0,0
2,2,1,46,189064.0,0
2,1,2,25,4180.0,0
2,3,1,48,29660.0,0
2,2,1,46,69177.0,0
2,1,2,30,95021.0,0
2,2,1,41,12663.0,0
2,1,2,30,0.0,0
2,1,1,34,112.0,0
2,2,2,36,396.0,0
2,1,2,33,-77.0,0
2,1,1,33,128820.0,0
2,1,2,25,27270.0,0
2,2,1,31,29132.0,1
2,2,1,27,96868.0,0
2,1,1,38,3632.0,0
2,1,2,23,22426.0,0
2,2,2,27,180885.0,0
2,2,2,36,33003.0,1
2,2,1,36,135742.0,1
2,2,2,32,0.0,0
2,2,2,31,108434.0,0
2,1,1,43,8873.0,0
2,2,1,39,0.0,0
2,2,1,41,21964.0,1
2,2,1,40,0.0,0
2,2,1,43,14117.0,0
2,2,1,34,147344.0,0
2,1,1,43,11676.0,0
2,2,1,40,4280.0,0
2,1,2,33,1424.0,0
2,2,2,40,3890.0,0
2,1,2,37,117049.0,0
2,1,2,38,1974.0,0
2,1,2,42,168083.0,0
2,3,1,44,29566.0,0
2,2,1,41,316.0,0
2,2,2,37,60733.0,0
2,2,1,46,-777.0,0
2,1,1,41,50050.0,0
2,2,2,44,5386.0,0
2,1,2,35,173532.0,0
2,1,1,39,2550.0,0
2,2,2,41,100433.0,0
2,4,3,49,2868.0,0
2,2,2,42,65875.0,0
2,2,1,46,2398.0,1
2,1,1,46,0.0,0
2,3,2,40,0.0,0
2,1,1,32,170233.0,0
2,1,2,46,1110.0,0
2,2,2,33,153755.0,1
2,2,1,45,245499.0,0
2,1,2,38,3816.0,0
2,3,1,34,10363.0,1
2,2,1,43,0.0,0
2,2,1,43,172143.0,1
2,2,1,45,24278.0,0
2,2,1,38,0.0,0
2,1,1,41,185315.0,0
2,2,1,37,15594.0,0
2,1,1,37,154200.0,0
2,1,1,42,8247.0,0
2,2,2,43,481.0,0
2,4,1,34,23405.0,0
2,1,1,43,-28.0,1
2,2,1,38,207802.0,0
2,2,1,40,9744.0,0
2,1,2,36,5654.0,0
2,2,1,39,23704.0,1
2,2,1,36,332360.0,0
2,2,2,36,98982.0,0
2,1,2,43,437131.0,0
2,1,2,35,27977.0,0
2,2,1,45,131656.0,0
2,3,0,37,0.0,0
2,1,1,33,113747.0,1
2,1,1,33,0.0,0
2,5,1,34,22237.0,0
2,3,1,45,11040.0,0
2,2,1,40,2375.0,0
2,2,1,42,131869.0,0
2,2,1,45,40721.0,0
2,1,2,33,204.0,0
2,2,1,46,18931.0,0
2,1,1,41,225044.0,1
2,2,2,32,59274.0,0
2,5,2,32,0.0,0
2,1,1,32,46485.0,0
2,1,2,33,0.0,1
2,1,1,36,24849.0,0
2,2,1,36,2607.0,0
2,3,1,37,143698.0,0
2,1,2,33,9500.0,0
2,2,1,32,276902.0,0
2,1,1,41,160066.0,1
2,2,1,41,2340.0,0
2,2,1,39,3598.0,0
2,1,2,27,0.0,1
2,1,2,27,1375.0,0
2,1,2,28,13700.0,0
2,2,2,29,375.0,0
2,1,2,29,116746.0,1
2,2,2,29,58453.0,0
2,1,2,29,1242.0,0
2,1,1,33,2206.0,1
2,1,2,36,3384.0,0
2,3,1,31,37799.0,1
2,1,1,32,16837.0,0
2,1,2,46,25044.0,0
2,2,1,47,4000.0,0
2,2,1,41,75052.0,1
2,1,2,32,12271.0,0
2,1,2,33,48175.0,0
2,2,1,38,2298.0,0
2,2,1,45,0.0,0
2,1,1,35,2398.0,1
2,1,2,38,2459.0,0
2,1,2,31,5556.0,0
2,3,2,45,0.0,1
2,1,2,31,172851.0,0
2,1,1,32,270877.0,0
2,1,2,32,16890.0,0
2,1,1,34,-1.0,0
2,5,1,41,2461.0,0
2,2,2,47,39524.0,0
2,2,1,40,10176.0,0
2,2,2,37,105551.0,0
2,1,1,47,-370.0,1
2,1,2,28,89063.0,0
2,1,2,33,20127.0,0
2,2,2,33,46510.0,0
2,2,2,40,349.0,0
2,2,1,36,81713.0,1
2,2,1,37,50610.0,1
2,2,1,38,178683.0,0
2,2,1,41,0.0,1
2,4,2,32,182062.0,0
2,2,2,33,0.0,1
2,2,1,46,390.0,1
2,3,1,49,113105.0,1
2,2,1,32,234762.0,0
2,3,2,34,160287.0,0
2,1,2,45,62027.0,0
2,2,2,47,121516.0,0
2,3,2,44,58821.0,1
2,2,2,30,9508.0,0
2,1,1,36,817.0,0
2,3,2,41,54197.0,0
2,3,0,42,18289.0,1
2,1,2,31,131848.0,0
2,3,1,32,1485.0,0
2,2,2,35,42352.0,0
2,1,1,37,177183.0,0
2,1,1,28,52661.0,0
2,2,2,42,127434.0,0
2,2,2,32,206609.0,0
2,2,2,28,130.0,1
2,2,2,30,37610.0,0
2,2,1,31,2676.0,0
2,2,1,45,39785.0,0
2,3,2,47,10400.0,0
2,2,2,27,118084.0,0
2,5,1,33,28195.0,0
2,1,2,27,6386.0,1
2,5,1,30,0.0,0
2,3,1,40,59717.0,0
2,2,1,43,5394.0,0
2,2,2,33,49932.0,0
2,5,1,41,5782.0,0
2,2,2,30,2351.0,1
2,2,1,46,107591.0,1
2,2,2,40,72275.0,0
2,2,1,29,43995.0,0
2,2,1,35,40183.0,0
2,3,1,40,0.0,0
2,1,2,28,78840.0,0
2,3,1,34,20576.0,0
2,2,1,35,21750.0,0
2,2,1,37,114204.0,1
2,3,1,41,-649.0,0
2,3,0,35,0.0,0
2,5,1,33,199820.0,0
2,2,1,34,51182.0,1
2,1,2,34,2873.0,0
2,1,2,36,0.0,0
2,2,1,39,360.0,0
2,3,2,34,0.0,1
2,2,2,37,45682.0,0
2,2,1,32,45744.0,0
2,2,1,44,5834.0,0
2,2,1,37,1026.0,0
2,3,2,47,0.0,0
2,1,1,36,6267.0,0
2,2,1,41,16998.0,1
2,2,2,37,1870.0,0
2,2,1,32,380.0,0
2,2,2,33,5094.0,0
2,1,2,34,2005.0,0
2,2,2,35,156074.0,0
2,2,1,36,0.0,0
2,2,2,35,24103.0,0
2,3,2,38,29326.0,1
2,2,1,40,43505.0,0
2,1,1,38,18838.0,0
2,3,1,47,90260.0,0
2,2,1,31,28309.0,0
2,3,2,32,39409.0,0
2,1,1,32,118432.0,0
2,2,1,45,11143.0,0
2,2,1,36,880.0,1
2,3,1,35,42674.0,1
2,3,1,47,51012.0,1
2,1,1,36,3677.0,0
2,2,1,33,59010.0,0
2,2,1,37,310339.0,0
2,2,2,39,4630.0,0
2,1,2,33,2538.0,0
2,2,2,48,1087.0,0
2,2,2,36,4529.0,0
2,2,2,45,62776.0,0
2,2,2,41,131735.0,0
2,2,1,35,16895.0,0
2,3,1,46,25342.0,0
2,1,1,38,316.0,0
2,2,1,34,-18.0,0
2,1,2,35,1870.0,0
2,3,2,32,2074.0,0
2,2,1,45,96834.0,0
2,2,1,39,39697.0,0
2,2,1,37,123055.0,0
2,2,1,40,46750.0,0
2,1,2,39,0.0,1
2,2,1,45,0.0,0
2,1,1,36,-37.0,0
2,2,1,42,67182.0,0
2,1,1,36,218706.0,0
2,2,2,41,5352.0,0
2,3,1,43,22922.0,1
2,3,1,48,56767.0,0
2,3,2,48,54924.0,0
2,2,2,48,7472.0,0
2,3,1,39,56854.0,0
2,2,2,33,69684.0,0
2,2,2,39,62372.0,0
2,1,1,38,0.0,0
2,2,2,48,26123.0,0
2,2,1,34,12228.0,0
2,2,1,38,126075.0,0
2,2,1,44,10456.0,0
2,1,2,36,3540.0,0
2,2,1,45,121434.0,1
2,1,2,46,812.0,0
2,5,1,46,740.0,0
2,5,1,40,111802.0,0
2,2,1,42,-164.0,0
2,2,1,43,104412.0,0
2,2,2,34,14948.0,0
2,1,1,44,43769.0,0
2,2,2,36,12088.0,1
2,1,2,39,384.0,0
2,2,1,37,0.0,1
2,2,1,42,2836.0,0
2,3,1,45,16371.0,0
2,2,2,34,8130.0,0
2,3,2,39,28161.0,0
2,3,2,35,2036.0,0
2,2,1,41,56145.0,0
2,3,1,42,626.0,0
2,1,1,31,114554.0,0
2,1,1,43,3493.0,0
2,1,1,37,284423.0,1
2,2,1,39,238926.0,0
2,3,1,31,0.0,0
2,1,2,32,534.0,0
2,2,2,32,130931.0,0
2,1,2,33,6080.0,0
2,1,2,33,3122.0,0
2,2,2,35,0.0,1
2,2,1,35,59862.0,0
2,0,1,35,319.0,0
2,2,1,41,89204.0,1
2,2,2,49,0.0,0
2,1,2,42,-320.0,0
2,2,1,37,20259.0,0
2,1,2,44,262753.0,1
2,3,1,42,49850.0,0
2,1,2,37,0.0,0
2,2,1,40,51188.0,0
2,3,1,39,122457.0,0
2,1,1,40,527.0,0
2,3,1,38,1973.0,0
2,3,1,45,10640.0,0
2,2,1,33,26127.0,0
2,3,1,36,55554.0,0
2,2,1,37,304.0,0
2,2,1,40,29116.0,0
2,2,1,45,18779.0,0
2,1,1,33,24855.0,1
2,2,2,39,671.0,1
2,1,1,43,0.0,0
2,3,2,40,0.0,0
2,2,2,46,59415.0,0
2,2,2,38,25685.0,0
2,2,1,36,19965.0,0
2,2,1,37,6010.0,0
2,1,1,39,4028.0,1
2,2,2,39,20448.0,0
2,1,2,44,144.0,0
2,2,2,37,88094.0,1
2,1,2,37,12517.0,0
2,1,1,42,64948.0,0
2,2,1,39,20000.0,0
2,2,2,40,80868.0,0
2,2,1,36,0.0,1
2,2,1,35,0.0,0
2,3,2,37,27003.0,0
2,4,1,49,145.0,0
2,2,1,49,390.0,0
2,2,2,46,9331.0,0
2,3,1,42,136300.0,1
2,1,2,44,208271.0,0
2,2,1,42,132142.0,0
2,2,1,42,0.0,0
2,2,1,49,4475.0,0
2,2,1,37,0.0,0
2,2,1,36,34792.0,0
2,3,2,44,27029.0,0
2,1,1,42,3609.0,0
2,2,1,35,68344.0,0
2,3,1,49,2780.0,0
2,3,1,35,55157.0,0
2,3,1,43,240.0,0
2,3,1,39,102190.0,1
2,3,1,34,691.0,0
2,1,2,35,0.0,0
2,2,2,45,69614.0,0
2,2,1,39,0.0,1
2,2,2,30,72015.0,0
2,2,2,31,900.0,1
2,2,2,31,0.0,0
2,1,2,25,0.0,0
2,2,2,28,780.0,1
2,2,1,29,78403.0,0
2,3,2,31,79972.0,0
2,3,1,32,46882.0,0
2,2,1,33,21678.0,0
2,2,2,35,28610.0,0
2,2,1,42,247383.0,0
2,2,2,25,39273.0,0
2,2,1,37,9746.0,0
2,2,1,42,550.0,0
2,3,2,40,8526.0,0
2,1,2,30,68126.0,1
2,2,1,32,11168.0,0
2,3,1,39,0.0,1
2,2,1,46,0.0,1
2,2,2,31,46824.0,0
2,4,1,31,0.0,0
2,1,2,31,500.0,0
2,1,2,33,29209.0,0
2,2,1,40,7595.0,1
2,2,2,27,171153.0,0
2,1,2,29,0.0,0
2,2,2,31,217659.0,1
2,2,2,31,105818.0,0
2,1,1,29,4424.0,0
2,2,1,34,11717.0,0
2,3,2,44,37115.0,1
2,3,2,39,780.0,0
2,1,1,42,0.0,0
2,2,1,41,2514.0,0
2,1,1,36,142645.0,0
2,2,2,47,31838.0,0
2,1,2,35,9940.0,0
2,1,2,35,11859.0,0
2,2,2,36,0.0,0
2,2,1,40,149626.0,0
2,1,1,38,2605.0,1
2,1,2,36,54161.0,0
2,1,1,36,0.0,1
2,2,2,34,8571.0,0
2,2,1,34,27879.0,0
2,2,2,43,14713.0,0
2,2,2,36,81533.0,0
2,3,1,44,0.0,1
2,1,2,29,0.0,0
2,1,2,30,832.0,1
2,2,2,30,57157.0,1
2,2,1,31,7860.0,1
2,1,2,33,148093.0,0
2,1,1,33,4281.0,0
2,1,2,33,201112.0,0
2,2,1,30,1880.0,0
2,2,1,32,0.0,0
2,1,1,33,6346.0,0
2,3,1,41,98263.0,1
2,1,2,27,5605.0,0
2,2,1,28,430.0,1
2,2,2,28,0.0,1
2,1,1,28,148035.0,0
2,2,2,28,600.0,1
2,3,1,29,1183.0,0
2,3,1,34,521.0,1
2,2,2,40,78913.0,0
2,3,1,39,42788.0,0
2,3,0,37,20785.0,0
2,2,2,28,93300.0,1
2,1,2,28,3654.0,0
2,1,2,35,28590.0,0
2,2,1,40,27668.0,0
2,3,2,48,117613.0,0
2,2,1,37,4483.0,0
2,1,2,49,19533.0,0
2,4,2,29,29961.0,0
2,1,2,34,122213.0,0
2,2,1,34,24418.0,0
2,1,2,39,99935.0,0
2,1,2,30,53289.0,0
2,2,2,31,76.0,1
2,2,1,31,5713.0,0
2,2,2,31,0.0,0
2,5,1,31,0.0,0
2,2,1,32,155083.0,1
2,1,1,47,12315.0,0
2,1,2,32,127809.0,0
2,2,1,32,120307.0,0
2,2,1,34,152747.0,0
2,1,1,35,0.0,0
2,2,1,35,2675.0,0
2,2,1,44,28170.0,1
2,1,2,40,9067.0,1
2,2,1,36,0.0,0
2,3,2,38,6786.0,1
2,1,2,34,67695.0,0
2,2,1,42,12572.0,0
2,1,1,37,0.0,1
2,3,2,34,1598.0,0
2,3,1,35,30520.0,0
2,2,1,43,8430.0,0
2,2,2,37,12770.0,0
2,2,1,39,0.0,0
2,2,1,38,1042.0,0
